TIPO,VETA_POLIG,Toneladas,Ag (g/t),Au (g/t),Pot .(m),LEY AG-EQ,ONZAS,VPT AG,VPT AU,VLP,COSTO TOTAL,INGRESO,COSTO,MARGEN ANTES AVANCE,PU METRAJE,METROS POSIBLES,FR,DIL,Ton Dil,Ag Dil,Au Dil,VLP Dil,Pot Dil,Ag-eq Dil,Oz ag-eq dil,Ingreso Dil,Costo Dil,Margen Dil sin avance,Metros posibles Final,t dil * ag dil,t dil * au dil,t dil * pot dil,t dil * vlp dil,t dil * ag-eq dil,t dil * dil,t dil * fact recup,P-COD EVAL,P-COND-AG27-AU1800,PLAN,PRIORIDAD,PLAN_F
INF,NineRPNM1302 B,443.7145586,168.7013724,0.715835986,0.819789426,230.26,3285,0.70807212,47.5981361,153.525197,123.8,68121.36502,54931.86236,13189.50267,2200,6,0.4,1.921,518.4708953,57.75078653,0.245048932,52.55559426,2.394765676,78.82499471,1313.9507,27248.54601,64186.69684,-36938.15083,-16.79006856,29942.102,127.0507394,425.0369579,27248.54601,40868.46558,996.0842624,207.3883581,-,-,PLAN 3,428,-
INF,NorkaRPNM1858 A,392.9953448,280.3068598,1.831020297,0.800893612,437.77,5531,0.70807212,47.5981361,285.6306256,123.8,112251.5062,48652.82368,63598.68251,2200,29,0.4,0.300,204.3049603,215.6761947,1.408839907,219.772454,1.040893612,336.8364267,2212.527618,44900.60248,25292.95408,19607.64839,8.912567451,44063.7164,287.8329812,163.6265375,44900.60248,68817.35278,61.223101,81.72198411,-,-,PLAN 3,226,-
INF,Pablo PisoCNM1913 A,962.0373917,111.6458411,0.451901253,4.220870751,150.51,4655,0.70807212,47.5981361,100.5629647,123.8,96745.33227,119100.2291,-22354.89682,2200,-10,0.4,0.000,384.8149567,111.6458411,0.451901253,100.5629647,4.220870751,150.5093489,1862.113543,38698.13291,47640.09164,-8941.958729,-4.064526695,42962.98951,173.8983612,1624.254195,38698.13291,57918.24857,0,153.9259827,-,-,PLAN 3,395,-
INF,Pablo PisoCNM1913 B,194.4755286,13.82071649,0.171785128,6.551840837,28.59,179,0.70807212,47.5981361,17.96271591,123.8,3493.308673,24076.07045,-20582.76177,2200,-9,0.4,0.000,77.79021146,13.82071649,0.171785128,17.96271591,6.551840837,28.59423748,71.51451703,1397.323469,9630.428179,-8233.10471,-3.742320323,1075.116458,13.36320142,509.6690841,1397.323469,2224.35178,0,31.11608458,-,-,PLAN 3,443,-
INF,Pablo PisoCNM1914 A_C_OB3,1.078776084,417.6161625,1.588864164,1.168876596,554.26,19,0.70807212,47.5981361,371.3293341,123.8,400.581205,133.5524792,267.0287257,2200,0,0.4,0.000,0.431510434,417.6161625,1.588864164,371.3293341,1.168876596,554.2584806,7.689434223,160.232482,53.42099169,106.8114903,0.048550677,180.2057314,0.685611465,0.504382447,160.232482,239.1683174,0,0.172604173,-,-,PLAN 3,355,-
INF,Pablo PisoPNM1912 G_OB3,6.759686332,28.98570339,0.194133501,0.917621822,45.68,10,0.70807212,47.5981361,29.76436124,123.8,201.1977458,836.849168,-635.6514221,2200,0,0.4,0.261,3.410530958,22.97991315,0.153909358,23.59723437,1.157441883,36.21611792,3.971134803,80.47909834,422.2237326,-341.7446343,-0.15533847,78.37370522,0.524912629,3.129577631,80.47909834,123.5161913,0.891340772,1.364212383,-,-,PLAN 3,414,-
INF,Pablo PisoPNM1913 C_OB3,6.29341E-05,555.11,1.813,1.16,711.03,0,0.70807212,47.5981361,479.353335,123.8,0.030167673,0.007791242,0.02237643,2200,0,0.4,0.462,3.68065E-05,379.6650243,1.239993315,327.851589,1.696041402,486.3044494,0.000575471,0.012067069,0.004556645,0.007510425,3.41383E-06,0.01397414,4.56398E-05,4.26955E-05,0.012067069,0.017899164,1.70085E-05,1.47226E-05,-,-,PLAN 3,164,-
INF,Pablo PisoPNM1914 B_OB3,1.668882358,1050.67,3.532,2.32,"1,354.42",73,0.70807212,47.5981361,912.0667505,123.8,1522.13211,206.607636,1315.524474,2200,1,0.4,1.065,1.378784205,508.6929835,1.710055125,441.5867556,4.791798745,655.7577242,29.06902415,608.8528438,170.6934846,438.1593592,0.199163345,701.377851,2.357796996,3.198779356,608.8528438,904.1483926,1.468998736,0.551513682,-,-,PLAN 3,215,-
INF,Pablo PisoPNM2110,0.008532182,696.49,1.865,3.44,856.88,0,0.70807212,47.5981361,581.9356744,123.8,4.965181206,1.056284157,3.908897049,2200,0,0.4,0.330,0.004539353,523.649901,1.402183901,437.5232355,4.575434074,644.2377165,0.094022297,1.986072483,0.561971922,1.424100561,0.000647318,2.377031834,0.006365008,0.015615375,1.986072483,2.924422516,0.001498295,0.001815741,-,-,PLAN 3,371,-
INF,Pablo PisoRPNM1909 D,754.4138112,633.9215987,1.771487222,1.774370947,786.27,19071,0.70807212,47.5981361,533.1816999,123.8,402239.6383,93396.42983,308843.2085,2200,140,0.4,0.549,467.5844594,409.1147169,1.143266762,344.1000916,2.749380604,507.4356584,7628.370698,160895.8553,57886.95608,103008.8993,46.82222693,191295.6837,534.5737708,829.6682801,160895.8553,237269.028,256.9357689,187.0337838,-,-,PLAN 3,75,3
INF,Pablo PisoRPNM1914 A_OB3,14.93549792,430.6119328,1.534320655,1.704061682,562.56,270,0.70807212,47.5981361,377.9351073,123.8,5644.64901,1849.014643,3795.634367,2200,2,0.4,0.904,11.37293336,226.2003451,0.805978272,198.5292213,3.243979553,295.5144765,108.0542848,2257.859604,1407.96915,849.8904537,0.386313843,2572.561451,9.166337182,19.38017995,2257.859604,3360.866449,10.2774351,4.549173345,-,-,PLAN 3,345,-
INF,Pablo PisoRPNM1914 C_OB3,239.5454331,301.0544267,1.117605809,1.179382039,397.17,3059,0.70807212,47.5981361,266.3641994,123.8,63806.32751,29655.72462,34150.6029,2200,16,0.4,2.100,297.0322087,97.11568096,0.360523014,85.92512954,3.656033505,128.1206602,1223.526698,25522.53101,36772.58743,-11250.05643,-5.113662012,28846.48521,107.0869471,350.3144518,25522.53101,38055.96266,623.7548404,118.8128835,-,-,PLAN 3,397,-
INF,PabloRPNM1908 B,71.35172538,246.2735969,0.554947072,0.820465974,294.00,674,0.70807212,47.5981361,200.793914,123.8,14326.99221,8833.343602,5493.64861,2200,2,0.4,0.109,31.65553969,222.0407073,0.500341254,181.0361453,0.910009291,265.0700551,269.7746444,5730.796885,3918.955814,1811.841071,0.823564123,7028.818423,15.83857243,25.97229322,5730.796885,8390.935652,3.454795339,12.66221588,-,-,PLAN 3,338,-
INF,Paola 1RPNM1962 A,704.5341233,191.3795469,2.202782276,1.18288566,380.82,8626,0.70807212,47.5981361,240.358852,123.8,169341.0131,87221.32446,82119.68862,2200,37,0.4,0.739,490.0662985,110.0532085,1.266714552,138.2188603,2.057006104,218.99066,3450.413688,67736.40523,60670.20775,7066.19748,3.211907945,53933.36852,620.7741119,579.6923968,67736.40523,107319.9421,362.1457129,196.0265194,-,-,PLAN 3,295,-
INF,Paola 1RPNM1963 A,1252.412257,242.6229295,2.708446433,1.383902435,475.55,19148,0.70807212,47.5981361,300.7115339,123.8,376614.8107,155048.6374,221566.1734,2200,101,0.4,1.110,1056.962157,114.9951977,1.283713513,142.5272639,2.919830302,225.3945599,7659.379818,150645.9243,130851.915,19794.00926,8.997276936,121545.5722,1356.836604,1462.732503,150645.9243,238233.5202,1173.072313,422.7848628,-,-,PLAN 3,225,-
INF,Paola 1RPNM1964 A,585.6196043,355.7832106,2.16431715,1.496828612,541.91,10203,0.70807212,47.5981361,354.9376343,123.8,207858.4369,72499.70702,135358.7299,2200,62,0.4,0.782,417.4937059,199.6232471,1.21435752,199.1488102,2.667757873,304.0579938,4081.286628,83143.37478,51685.72079,31457.65399,14.29893363,83341.44921,506.9866212,624.9165241,83143.37478,126942.2986,326.594236,166.9974824,-,-,PLAN 3,189,-
INF,Paola 1RPNM1965 A,718.5650858,424.4782697,2.613095408,1.461192873,649.20,14998,0.70807212,47.5981361,424.939699,123.8,305346.8313,88958.35763,216388.4736,2200,98,0.4,0.916,550.8503193,221.4868567,1.363476836,221.727624,2.800367623,338.7458646,5999.269139,122138.7325,68195.26953,53943.46298,24.5197559,122006.1057,751.0716505,804.8985607,122138.7325,186598.2677,504.8511066,220.3401277,-,-,PLAN 3,133,-
INF,PaolaPNM1898 B,18.40386973,184.6911211,0.900198532,0.801510337,262.11,155,0.70807212,47.5981361,173.6224058,123.8,3195.32414,2278.399073,916.9250668,2200,0,0.4,0.297,9.546634692,142.417991,0.69415609,133.8827448,1.039418136,202.1154147,62.03552751,1278.129656,1181.873375,96.25628101,0.043752855,1359.612533,6.626854609,7.651726386,1278.129656,1929.52203,2.833673806,3.818653877,-,-,PLAN 3,362,-
INF,PedroPNM1508 A,808.0961008,114.5924973,0.368005565,0.807017855,146.24,3799,0.70807212,47.5981361,98.65613144,123.8,79723.63513,100042.2973,-20318.66214,2200,-9,0.4,0.297,419.3667046,88.32532411,0.283650427,76.04193108,1.047017855,112.7192608,1519.787322,31889.45405,51917.59803,-20028.14398,-9.10370181,37040.70011,118.9535449,338.4364184,31889.45405,47270.70497,124.7159632,167.7466819,-,-,PLAN 3,413,-
INF,PedroPNM1508 B,527.2968639,124.1357211,0.39656668,0.808638856,158.24,2683,0.70807212,47.5981361,106.772878,123.8,56301.00371,65279.35176,-8978.348048,2200,-4,0.4,0.297,273.5183827,95.72501241,0.305805211,82.33597049,1.048638856,122.0242606,1073.058607,22520.40148,33861.57577,-11341.17429,-5.155079223,26182.55058,83.64334676,221.1775921,22520.40148,33375.8784,81.17889876,109.4073531,-,-,PLAN 3,398,-
INF,PedroRPNM1510 A,349.340275,307.2508751,0.839728738,0.823054175,379.47,4262,0.70807212,47.5981361,257.5253011,123.8,89963.95949,43248.32604,46715.63345,2200,21,0.4,0.292,180.4827187,237.8845043,0.650147716,199.3852046,1.063054175,293.7972079,1704.802315,35985.5838,22343.76057,13641.82322,6.200828738,42934.04207,117.3404273,148.5470551,35985.5838,53025.31882,52.62819121,72.19308747,-,-,PLAN 3,247,-
INF,PedroRPNM1512 B,302.827509,163.4689005,0.532186878,0.811084063,209.24,2037,0.70807212,47.5981361,141.0788743,123.8,42722.56408,37490.04562,5232.518466,2200,2,0.4,0.296,156.9737013,126.143117,0.410669623,108.8655328,1.051084063,161.4607046,814.8627779,17089.02563,19433.34422,-2344.318587,-1.065599358,19801.15197,64.46433068,127.3188674,17089.02563,25345.08441,46.4485619,62.78948052,-,-,PLAN 3,363,-
INF,PedroRPNM1513 B,657.829095,435.3527061,1.312651511,0.927156335,548.24,11595,0.70807212,47.5981361,370.7408787,123.8,243884.1367,81439.24196,162444.8947,2200,74,0.4,0.259,331.2448469,345.8320084,1.042733632,294.5061805,1.167156335,435.5071008,4638.046616,97553.65467,41008.11204,56545.54263,25.70251938,114555.0707,345.4001423,307.1157582,97553.65467,144259.4829,85.74472314,132.4979388,-,-,PLAN 3,128,-
INF,PedroRPNM1513 C,729.3253093,200.835419,0.661724767,0.840703498,257.74,6044,0.70807212,47.5981361,173.7028263,123.8,126685.8675,90290.47329,36395.39424,2200,17,0.4,0.285,375.0118394,156.2343784,0.514770543,135.1273258,1.080703498,200.5046451,2417.46478,50674.34701,46426.46572,4247.881289,1.930855131,58589.74162,193.0450482,315.2737651,50674.34701,75191.61577,107.0565803,150.0047358,-,-,PLAN 3,315,-
INF,PedroRPNM1514 A,2305.051344,247.3379172,0.805196023,0.816606397,316.58,23462,0.70807212,47.5981361,213.4589132,123.8,492033.7547,285365.3564,206668.3983,2200,94,0.4,0.294,1193.001673,191.1570155,0.622301952,164.9733661,1.056606397,244.6749834,9384.72084,196813.5019,147693.6072,49119.89471,22.32722487,228050.6394,742.4072704,974.2127986,196813.5019,291897.6646,350.6222858,477.2006694,-,-,PLAN 3,146,-
INF,PukaRPNM9545 A,617.3427979,507.6890662,1.417677737,1.211178497,629.61,12496,0.70807212,47.5981361,426.959291,123.8,263580.2433,76427.03838,187153.2049,2200,85,0.4,0.631,402.6848856,311.3284852,0.869357825,261.8228325,1.975090971,386.0932582,4998.598855,105432.0973,49852.38883,55579.7085,25.26350386,125367.2754,350.0772563,487.7232744,105432.0973,155473.9195,253.9807369,161.0739542,-,-,PLAN 3,131,-
INF,PukaRPNM9545 B,117.2465327,125.3921616,0.579793482,1.054372241,175.25,661,0.70807212,47.5981361,116.3837827,123.8,13645.59499,14515.12075,-869.5257672,2200,0,0.4,0.896,88.92364959,66.13222126,0.30578491,61.38117384,1.99917698,92.42972352,264.2528444,5458.237994,11008.74782,-5550.509825,-2.522959012,5880.71847,27.19151018,93.75862768,5458.237994,8219.188346,79.68294526,35.56945984,-,-,PLAN 3,378,-
INF,Ramal DeliaPNM8549 A,831.3939024,237.5985784,1.04383287,0.808213319,327.37,8751,0.70807212,47.5981361,217.9214281,123.8,181178.5465,102926.5651,78251.98138,2200,36,0.4,0.297,431.3109628,183.1977635,0.804835822,168.0259137,1.048213319,252.4136442,3500.209684,72471.4186,53396.29719,19075.12141,8.67050973,79015.20374,347.1345134,348.5912647,72471.4186,108868.7719,128.0783534,172.5243851,0,-,PLAN 3,229,-
INF,Ramal DeliaRPNM8550 A,484.0191067,447.0652738,1.983522522,0.894834074,617.65,9612,0.70807212,47.5981361,410.9664309,123.8,198915.6048,59921.56541,138994.0394,2200,63,0.4,0.268,245.5344027,352.5178257,1.564037933,324.0533344,1.134834074,487.0250879,3844.62887,79566.2419,30397.15905,49169.08285,22.34958311,86555.25377,384.0251197,219.7125499,79566.2419,119581.4141,65.85383631,98.21376108,-,-,PLAN 3,145,-
INF,Ramal EsteRPNM8466 A,3606.951215,218.8878292,0.927250942,1.293066388,298.63,34631,0.70807212,47.5981361,199.1237857,123.8,718229.7808,446540.5604,271689.2204,2200,123,0.4,0.186,1710.568219,184.6211598,0.782090741,167.9511575,1.533066388,251.8809635,13852.44655,287291.9123,211768.3455,75523.56682,34.32889401,315807.0886,1337.819565,2211.878268,287291.9123,430859.5712,317.4905608,684.2272876,0,-,PLAN 3,100,-
INF,Ramal EsteRPNM8466 B,2059.288567,239.9422068,0.912271521,0.984824686,318.40,21080,0.70807212,47.5981361,213.318811,123.8,439284.9885,254939.9246,184345.0639,2200,84,0.4,0.244,1024.453391,192.9263928,0.733515191,171.5197558,1.224824686,256.0086992,8432.137221,175713.9954,126827.3298,48886.6656,22.22121164,197644.0973,751.4521251,1008.906989,175713.9954,262268.98,249.657444,409.7813564,0,-,PLAN 3,148,-
INF,Ramal EsteRPNM8466 C,1243.115419,179.1400891,1.071437305,0.844829865,271.28,10842,0.70807212,47.5981361,177.8425212,123.8,221078.7803,153897.6889,67181.09144,2200,31,0.4,0.284,638.5042897,139.5084171,0.834400179,138.4979139,1.084829865,211.2668325,4336.964613,88431.51212,79046.83106,9384.681062,4.265764119,89076.72276,532.7680938,539.4274928,88431.51212,134894.7788,181.3868518,255.4017159,0,-,PLAN 3,278,-
INF,Ramal EsteRPNM8466 D,1736.948769,136.9617455,0.454188874,0.873584559,176.02,9830,0.70807212,47.5981361,118.5973373,123.8,205997.499,215034.2576,-9036.758569,2200,-4,0.4,0.275,885.6563724,107.4437187,0.356301984,93.03721193,1.113584559,138.0856893,3931.919901,82398.99961,109644.2589,-27245.25929,-12.38420877,95158.21411,315.5611225,773.6957318,82398.99961,122296.4706,243.3164908,354.262549,0,-,PLAN 3,424,-
INF,Ramal EsteRPNM8466 E,1437.503947,161.8866793,0.619295038,0.835778969,215.15,9943,0.70807212,47.5981361,144.1047337,123.8,207151.1234,177962.9886,29188.13476,2200,13,0.4,0.287,740.1174574,125.7707074,0.481133935,111.9558099,1.075778969,167.1482258,3977.344025,82860.44935,91626.54122,-8766.091876,-3.984587216,93085.09617,356.0956246,618.5746056,82860.44935,123709.3199,212.5301022,296.046983,0,-,PLAN 3,394,-
INF,Ramal EsteRPNM8468 A,3510.087273,149.915195,1.512873641,1.719908856,280.02,31601,0.70807212,47.5981361,178.1607353,123.8,625359.7296,434548.8043,190810.9253,2200,87,0.4,0.140,1599.957139,131.5573787,1.327615193,156.3441206,1.959908856,245.7322852,12640.41423,250143.8918,198074.6938,52069.19806,23.6678173,210486.1672,2124.127405,2751.780453,250143.8918,393161.124,223.2616641,639.9828555,0,-,PLAN 3,137,-
INF,Ramal EsteRPNM8469 A,140.9990875,139.971969,1.134764498,0.990273732,237.56,1077,0.70807212,47.5981361,153.1229238,123.8,21590.19253,17455.68703,4134.505496,2200,2,0.4,0.242,70.06849412,112.6664425,0.913396303,123.2519283,1.230273728,191.2185245,430.7680506,8636.077011,8674.479572,-38.40256105,-0.01745571,7894.367961,64.0003035,69.3869892,8636.077011,13398.39406,16.98160591,28.02739765,-,-,PLAN 3,356,-
INF,Ramal LuisaRPNM1758 A,611.0095171,334.2191814,0.768687158,0.905996034,400.33,7864,0.70807212,47.5981361,273.2393601,123.8,166951.8495,75642.97822,91308.87125,2200,42,0.4,1.796,683.4680464,119.514644,0.274877617,97.70864951,2.533591222,143.154119,3145.667403,66780.73979,84613.34414,-17832.60435,-8.10572925,81684.44025,187.8700677,619.2193395,66780.73979,97841.26607,1227.830212,273.3872185,-,-,PLAN 3,411,-
INF,Ramal Yurika 1RPNM1964 A,809.5309561,174.1717529,2.503310702,0.878560712,389.46,10136,0.70807212,47.5981361,242.4790857,123.8,196294.3261,100219.9324,96074.39371,2200,44,0.4,1.339,757.404705,74.46345379,1.070237611,103.666811,2.05497397,166.5038884,4054.554261,78517.73043,93766.70248,-15248.97205,-6.931350934,56398.97025,810.6030022,665.4260171,78517.73043,126110.8284,1014.182542,302.961882,-,-,PLAN 3,406,-
INF,RaquelRPNM1783 B,1591.936447,524.7429852,2.977121863,0.947089587,780.78,39962,0.70807212,47.5981361,513.2613293,123.8,817079.4167,197081.7321,619997.6847,2200,282,0.4,1.116,1347.427491,247.9858808,1.406944367,242.5598177,2.004060132,368.9830964,15984.63092,326831.7667,166811.5234,160020.2433,72.73647421,334142.9933,1895.75552,1276.134546,326831.7667,497177.9679,1503.755495,538.9709966,-,-,PLAN 3,42,3
INF,RaquelRPNM1783 C,833.6178867,389.4523779,2.241099108,0.853575538,582.19,15603,0.70807212,47.5981361,382.432511,123.8,318802.5816,103201.8944,215600.6873,2200,98,0.4,1.416,805.475506,161.2237571,0.927760205,158.3177039,2.061898501,241.0111347,6241.373662,127521.0327,99717.86764,27803.16502,12.63780228,129861.7873,747.2881209,687.5341885,127521.0327,194128.5657,1140.232477,322.1902024,-,-,PLAN 3,200,-
INF,RaquelRPNM1783 D,2502.051879,315.8995479,1.779291734,0.866830673,468.92,37721,0.70807212,47.5981361,308.3706326,123.8,771559.3206,309754.0226,461805.298,2200,210,0.4,1.834,2836.594501,111.4571796,0.627778165,108.800792,2.456830673,165.4461018,15088.44672,308623.7282,351170.3993,-42546.67106,-19.33939594,316158.8229,1780.75209,2458.84712,308623.7282,469303.5027,5203.075294,1134.637801,-,-,PLAN 3,431,-
INF,RaquelRPNM1784 A,714.7836528,324.8538507,1.584764869,0.80336489,461.14,10597,0.70807212,47.5981361,305.4518085,123.8,218331.9595,88490.21622,129841.7432,2200,59,0.4,2.252,929.8921478,99.88264665,0.48726684,93.9171107,2.61282802,141.7875949,4238.981824,87332.78379,115120.6479,-27787.86412,-12.63084733,92880.08883,453.1056087,747.0427026,87332.78379,131847.1712,2094.447466,371.9568591,-,-,PLAN 3,425,-
INF,RaquelRPNM1785 C,931.5323095,145.7795123,0.952147971,0.952671985,227.66,6818,0.70807212,47.5981361,148.5428769,123.8,138372.4892,115323.6999,23048.7893,2200,10,0.4,2.558,1325.621391,40.97650406,0.267634969,41.75324575,3.38926076,63.99311137,2727.366286,55348.99569,164111.9281,-108762.9325,-49.43769657,54319.33029,354.7826393,1262.882361,55348.99569,84830.63728,3390.45784,530.2485562,-,-,PLAN 3,440,-
INF,RebecaPNM9243 A,50.96172485,451.7643262,1.610788857,0.806037612,590.29,967,0.70807212,47.5981361,396.5522712,123.8,20208.98773,6309.061536,13899.9262,2200,6,0.4,0.797,36.63652648,251.3632323,0.896248486,220.6430541,1.448656732,328.4406021,386.8671634,8083.595093,4535.601978,3547.993115,1.612724143,9209.075715,32.83543141,29.53041831,8083.595093,12032.92282,29.20872682,14.65461059,-,-,PLAN 3,176,-
INF,RebecaRPNM9244 A,226.5588909,203.8729452,0.519942101,0.995163772,248.59,1811,0.70807212,47.5981361,169.1050233,123.8,38312.24651,28047.99069,10264.25582,2200,5,0.4,0.778,161.1180314,114.6717793,0.292450211,95.11597476,1.769284216,139.8224974,724.2890841,15324.89861,19946.41228,-4621.513679,-2.100688036,18475.69133,47.11900226,160.3388279,15324.89861,22527.92553,125.3308908,64.44721255,-,-,PLAN 3,372,-
INF,RinaPNM6515 D,14.4265948,266.5816519,1.291924702,0.800389275,377.69,175,0.70807212,47.5981361,250.2522431,123.8,3610.28771,1786.012437,1824.275273,2200,1,0.4,0.297,7.486392664,205.4856403,0.995837383,192.8986561,1.038364992,291.1276552,70.07236941,1444.115084,926.8154118,517.2996722,0.235136215,1538.34619,7.455229676,5.992028399,1444.115084,2179.495942,2.225891468,2.994557066,-,-,PLAN 3,374,-
INF,RinaRPNM1039 A,1494.896658,241.0954331,1.340055964,1.210316543,356.34,17126,0.70807212,47.5981361,234.4971205,123.8,350548.9617,185068.2063,165480.7554,2200,75,0.4,0.631,975.2216939,147.8280311,0.82165735,143.7822657,1.973927333,218.4905632,6850.571066,140219.5847,120732.4457,19487.13897,8.857790439,144165.1029,801.298073,1180.326949,140219.5847,213076.7371,615.2851603,390.0886776,-,-,PLAN 3,227,-
INF,RinaRPNM6511 A,413.5210851,266.8443159,0.621747442,0.798943893,320.31,4259,0.70807212,47.5981361,218.5390397,123.8,90370.50085,51193.91034,39176.59051,2200,18,0.4,0.300,215.0965592,205.2022617,0.478121413,168.0556884,1.038943893,246.3207032,1703.433238,36148.20034,26628.95403,9519.246309,4.32693014,44138.30043,102.8422708,171.8500824,36148.20034,52982.73572,64.61426722,86.03862369,-,-,PLAN 3,276,-
INF,RinaRPNM6515 A,516.1917308,197.2460707,0.779407728,0.804594611,264.28,4386,0.70807212,47.5981361,176.7627985,123.8,91243.49489,63904.53628,27338.95862,2200,12,0.4,0.298,268.0659765,151.9279574,0.600335528,136.150803,1.044594611,203.5568128,1754.357413,36497.39796,33186.56789,3310.830066,1.504922757,40726.71626,160.9295297,215.6844402,36497.39796,54566.65581,79.96055834,107.2263906,-,-,PLAN 3,320,-
INF,RinaRPNM6520 A,698.7231514,371.5257825,1.072102907,1.024632596,463.73,10417,0.70807212,47.5981361,314.0971484,123.8,219466.9494,86501.92614,132965.0232,2200,60,0.4,0.234,344.9541138,301.0181995,0.868640891,254.4882818,1.264632596,375.7213161,4166.94628,87786.77974,42705.31929,45081.46045,20.49157293,103837.4662,299.6412487,353.4512291,87786.77974,129606.6136,80.79870547,137.9816455,-,-,PLAN 3,151,-
INF,RinaRPNM6520 B,209.9014494,210.9746975,0.682154814,1.155957225,269.64,1820,0.70807212,47.5981361,181.8545989,123.8,38171.5439,25985.79944,12185.74446,2200,6,0.4,0.208,101.392487,174.7028645,0.564875321,150.58924,1.395957225,223.2821421,727.8644428,15268.61756,12552.38989,2716.227664,1.234648938,17713.55792,57.27411367,117.2053779,15268.61756,22639.1317,21.05112227,40.55699481,-,-,PLAN 3,327,-
INF,RinaRPNM9519 A,205.5630408,392.3496832,1.052864914,0.842633991,482.90,3191,0.70807212,47.5981361,327.9262793,123.8,67409.52313,25448.70445,41960.81868,2200,19,0.4,0.285,105.6446987,305.3729904,0.81946417,255.2310677,1.082633991,375.8469091,1276.584097,26963.80925,13078.8137,13884.99555,6.311361613,32261.03758,86.57204534,89.01981407,26963.80925,39706.23348,30.08984681,42.25787949,-,-,PLAN 3,246,-
INF,RinaRPNM9519 B,223.0304155,187.2673052,0.584512989,0.894773247,237.54,1703,0.70807212,47.5981361,160.4204865,123.8,35778.64776,27611.16544,8167.482326,2200,4,0.4,0.268,113.1410442,147.6610197,0.460890831,126.4921957,1.134773247,187.2976312,681.307556,14311.4591,14006.86127,304.5978315,0.13845356,16706.52195,52.14566993,101.2355795,14311.4591,21191.04957,30.34718651,45.25641768,-,-,PLAN 3,350,-
INF,RinaRPNM9523 D,681.7277056,346.3892282,1.180346988,0.87253404,447.90,9817,0.70807212,47.5981361,301.4508715,123.8,205507.411,84397.88995,121109.5211,2200,55,0.4,0.275,347.6977373,271.6648496,0.925718125,236.4207632,1.11253404,351.2766084,3926.827588,82202.9644,43044.97987,39157.98453,17.79908388,94457.25351,321.8700975,303.3781114,82202.9644,122138.0819,95.63805323,139.0790949,-,-,PLAN 3,169,-
INF,RosmeryRPNM1326 A,315.756111,198.7809141,0.919242686,0.802191673,277.84,2821,0.70807212,47.5981361,184.5054616,123.8,58258.72703,39090.60655,19168.12049,2200,9,0.4,0.299,164.0896562,153.0048629,0.707555862,142.0168178,1.042191673,213.8546671,1128.211899,23303.49081,20314.29944,2989.191371,1.35872335,25106.51535,116.1025982,131.6313558,23303.49081,35091.3388,49.09240377,65.63586249,-,-,PLAN 3,324,-
INF,RosmeryRPNM1622 A,373.7531658,259.9520015,1.387267092,0.839419425,379.26,4557,0.70807212,47.5981361,250.0960925,123.8,93474.20633,46270.64192,47203.5644,2200,21,0.4,0.286,192.2454569,202.1538195,1.078819704,194.4892905,1.079419425,294.932314,1822.926599,37389.68253,23799.98757,13589.69496,6.177134073,38863.1534,207.398187,161.3745709,37389.68253,56699.39748,54.96526325,76.89818278,-,-,PLAN 3,248,-
INF,RosmeryRPNM1622 B,412.5791676,314.1494872,2.262945814,0.801221996,508.76,6749,0.70807212,47.5981361,330.1524961,123.8,136214.042,51077.30095,85136.74106,2200,39,0.4,0.300,214.465657,241.7385342,1.741340433,254.0528753,1.041221996,391.4938115,2699.438246,54485.6168,26550.84833,27934.76847,12.69762203,51844.61357,373.4577201,171.8346017,54485.6168,83961.97749,64.24156845,85.78626279,-,-,PLAN 3,197,-
INF,RosmeryRPNM1623 A,398.2503931,168.6415879,1.109465688,0.888523799,264.06,3381,0.70807212,47.5981361,172.2189054,123.8,68586.24677,49303.39867,19282.8481,2200,9,0.4,0.270,202.3288727,132.777053,0.873518723,135.5935924,1.128523799,207.8996632,1352.391355,27434.49871,25048.31444,2386.184263,1.08462921,26864.63147,176.7380585,179.7740187,27434.49871,42064.1045,54.65124232,80.93154909,-,-,PLAN 3,335,-
INF,RosmeryRPNM1705 A,484.0662824,147.4084747,0.865621304,0.80147553,221.85,3453,0.70807212,47.5981361,145.5777918,123.8,70469.30047,59927.40577,10541.8947,2200,5,0.4,0.299,251.607526,113.4393291,0.666145553,112.0305129,1.04147553,170.7278467,1381.079657,28187.72019,31149.01172,-2961.291529,-1.346041604,28542.18895,167.6072346,201.6572752,28187.72019,42956.41113,75.34329371,100.6430104,-,-,PLAN 3,369,-
INF,RubiRPNM8963 A,273.291883,184.1448424,0.565074635,0.827657859,232.74,2045,0.70807212,47.5981361,157.2843282,123.8,42984.53023,33833.53512,9150.995111,2200,4,0.4,0.882,205.692659,97.86502048,0.300312732,83.58981877,1.55733811,123.6919154,817.99537,17193.81209,25464.75119,-8270.939097,-3.759517771,20130.11629,61.77212441,170.2431458,17193.81209,25442.51899,181.3428935,82.27706362,-,-,PLAN 3,389,-
INF,RubiRPNM8963 B,687.7829395,452.4805878,1.56527927,0.833181379,587.09,12982,0.70807212,47.5981361,394.8932646,123.8,271600.8503,85147.52791,186453.3224,2200,85,0.4,0.878,516.6890365,240.9251265,0.833439304,210.2625224,1.564794861,312.6009067,5192.903091,108640.3401,63966.10272,44674.2374,20.30647155,124483.3715,430.628951,430.4956837,108640.3401,161517.4613,453.7027292,206.6756146,-,-,PLAN 3,154,-
